inject_cycle,packet_id,src,dst,size_bytes,op,layer
58,251,14,10,512,GEMM_SHIFT_B,gemm_rep1
58,252,3,15,512,GEMM_SHIFT_B,gemm_rep1
58,253,7,3,512,GEMM_SHIFT_B,gemm_rep1
58,254,11,7,512,GEMM_SHIFT_B,gemm_rep1
58,255,15,11,512,GEMM_SHIFT_B,gemm_rep1
67,256,0,3,512,GEMM_SHIFT_A,gemm_rep1
67,257,1,0,512,GEMM_SHIFT_A,gemm_rep1
67,258,2,1,512,GEMM_SHIFT_A,gemm_rep1
67,259,3,2,512,GEMM_SHIFT_A,gemm_rep1
67,260,4,7,512,GEMM_SHIFT_A,gemm_rep1
67,261,5,4,512,GEMM_SHIFT_A,gemm_rep1
67,262,6,5,512,GEMM_SHIFT_A,gemm_rep1
67,263,7,6,512,GEMM_SHIFT_A,gemm_rep1
67,264,8,11,512,GEMM_SHIFT_A,gemm_rep1
67,265,9,8,512,GEMM_SHIFT_A,gemm_rep1
67,266,10,9,512,GEMM_SHIFT_A,gemm_rep1
67,267,11,10,512,GEMM_SHIFT_A,gemm_rep1
67,268,12,15,512,GEMM_SHIFT_A,gemm_rep1
67,269,13,12,512,GEMM_SHIFT_A,gemm_rep1
67,270,14,13,512,GEMM_SHIFT_A,gemm_rep1
67,271,15,14,512,GEMM_SHIFT_A,gemm_rep1
67,272,0,12,512,GEMM_SHIFT_B,gemm_rep1
67,273,4,0,512,GEMM_SHIFT_B,gemm_rep1
67,274,8,4,512,GEMM_SHIFT_B,gemm_rep1
67,275,12,8,512,GEMM_SHIFT_B,gemm_rep1
67,276,1,13,512,GEMM_SHIFT_B,gemm_rep1
67,277,5,1,512,GEMM_SHIFT_B,gemm_rep1
67,278,9,5,512,GEMM_SHIFT_B,gemm_rep1
67,279,13,9,512,GEMM_SHIFT_B,gemm_rep1
67,280,2,14,512,GEMM_SHIFT_B,gemm_rep1
67,281,6,2,512,GEMM_SHIFT_B,gemm_rep1
67,282,10,6,512,GEMM_SHIFT_B,gemm_rep1
67,283,14,10,512,GEMM_SHIFT_B,gemm_rep1
67,284,3,15,512,GEMM_SHIFT_B,gemm_rep1
67,285,7,3,512,GEMM_SHIFT_B,gemm_rep1
67,286,11,7,512,GEMM_SHIFT_B,gemm_rep1
67,287,15,11,512,GEMM_SHIFT_B,gemm_rep1
76,288,0,3,512,GEMM_SHIFT_A,gemm_rep1
76,289,1,0,512,GEMM_SHIFT_A,gemm_rep1
76,290,2,1,512,GEMM_SHIFT_A,gemm_rep1
76,291,3,2,512,GEMM_SHIFT_A,gemm_rep1
76,292,4,7,512,GEMM_SHIFT_A,gemm_rep1
76,293,5,4,512,GEMM_SHIFT_A,gemm_rep1
76,294,6,5,512,GEMM_SHIFT_A,gemm_rep1
76,295,7,6,512,GEMM_SHIFT_A,gemm_rep1
76,296,8,11,512,GEMM_SHIFT_A,gemm_rep1
76,297,9,8,512,GEMM_SHIFT_A,gemm_rep1
76,298,10,9,512,GEMM_SHIFT_A,gemm_rep1
76,299,11,10,512,GEMM_SHIFT_A,gemm_rep1
76,300,12,15,512,GEMM_SHIFT_A,gemm_rep1
76,301,13,12,512,GEMM_SHIFT_A,gemm_rep1
76,302,14,13,512,GEMM_SHIFT_A,gemm_rep1
76,303,15,14,512,GEMM_SHIFT_A,gemm_rep1
76,304,0,12,512,GEMM_SHIFT_B,gemm_rep1
76,305,4,0,512,GEMM_SHIFT_B,gemm_rep1
76,306,8,4,512,GEMM_SHIFT_B,gemm_rep1
76,307,12,8,512,GEMM_SHIFT_B,gemm_rep1
76,308,1,13,512,GEMM_SHIFT_B,gemm_rep1
76,309,5,1,512,GEMM_SHIFT_B,gemm_rep1
76,310,9,5,512,GEMM_SHIFT_B,gemm_rep1
76,311,13,9,512,GEMM_SHIFT_B,gemm_rep1
76,312,2,14,512,GEMM_SHIFT_B,gemm_rep1
76,313,6,2,512,GEMM_SHIFT_B,gemm_rep1
76,314,10,6,512,GEMM_SHIFT_B,gemm_rep1
76,315,14,10,512,GEMM_SHIFT_B,gemm_rep1
76,316,3,15,512,GEMM_SHIFT_B,gemm_rep1
76,317,7,3,512,GEMM_SHIFT_B,gemm_rep1
76,318,11,7,512,GEMM_SHIFT_B,gemm_rep1
76,319,15,11,512,GEMM_SHIFT_B,gemm_rep1
85,320,0,3,512,GEMM_SHIFT_A,gemm_rep1
85,321,1,0,512,GEMM_SHIFT_A,gemm_rep1
85,322,2,1,512,GEMM_SHIFT_A,gemm_rep1
85,323,3,2,512,GEMM_SHIFT_A,gemm_rep1
85,324,4,7,512,GEMM_SHIFT_A,gemm_rep1
85,325,5,4,512,GEMM_SHIFT_A,gemm_rep1
85,326,6,5,512,GEMM_SHIFT_A,gemm_rep1
85,327,7,6,512,GEMM_SHIFT_A,gemm_rep1
85,328,8,11,512,GEMM_SHIFT_A,gemm_rep1
85,329,9,8,512,GEMM_SHIFT_A,gemm_rep1
85,330,10,9,512,GEMM_SHIFT_A,gemm_rep1
85,331,11,10,512,GEMM_SHIFT_A,gemm_rep1
85,332,12,15,512,GEMM_SHIFT_A,gemm_rep1
85,333,13,12,512,GEMM_SHIFT_A,gemm_rep1
85,334,14,13,512,GEMM_SHIFT_A,gemm_rep1
85,335,15,14,512,GEMM_SHIFT_A,gemm_rep1
85,336,0,12,512,GEMM_SHIFT_B,gemm_rep1
85,337,4,0,512,GEMM_SHIFT_B,gemm_rep1
85,338,8,4,512,GEMM_SHIFT_B,gemm_rep1
85,339,12,8,512,GEMM_SHIFT_B,gemm_rep1
85,340,1,13,512,GEMM_SHIFT_B,gemm_rep1
85,341,5,1,512,GEMM_SHIFT_B,gemm_rep1
85,342,9,5,512,GEMM_SHIFT_B,gemm_rep1
85,343,13,9,512,GEMM_SHIFT_B,gemm_rep1
85,344,2,14,512,GEMM_SHIFT_B,gemm_rep1
85,345,6,2,512,GEMM_SHIFT_B,gemm_rep1
85,346,10,6,512,GEMM_SHIFT_B,gemm_rep1
85,347,14,10,512,GEMM_SHIFT_B,gemm_rep1
85,348,3,15,512,GEMM_SHIFT_B,gemm_rep1
85,349,7,3,512,GEMM_SHIFT_B,gemm_rep1
85,350,11,7,512,GEMM_SHIFT_B,gemm_rep1
85,351,15,11,512,GEMM_SHIFT_B,gemm_rep1
94,352,4,7,512,GEMM_SKEW_A,gemm_rep2
94,353,5,4,512,GEMM_SKEW_A,gemm_rep2
94,354,6,5,512,GEMM_SKEW_A,gemm_rep2
94,355,7,6,512,GEMM_SKEW_A,gemm_rep2
94,356,8,11,512,GEMM_SKEW_A,gemm_rep2
94,357,9,8,512,GEMM_SKEW_A,gemm_rep2
94,358,10,9,512,GEMM_SKEW_A,gemm_rep2
94,359,11,10,512,GEMM_SKEW_A,gemm_rep2
94,360,12,15,512,GEMM_SKEW_A,gemm_rep2
94,361,13,12,512,GEMM_SKEW_A,gemm_rep2
94,362,14,13,512,GEMM_SKEW_A,gemm_rep2
94,363,15,14,512,GEMM_SKEW_A,gemm_rep2
94,364,1,13,512,GEMM_SKEW_B,gemm_rep2
94,365,5,1,512,GEMM_SKEW_B,gemm_rep2
94,366,9,5,512,GEMM_SKEW_B,gemm_rep2
94,367,13,9,512,GEMM_SKEW_B,gemm_rep2
94,368,2,14,512,GEMM_SKEW_B,gemm_rep2
94,369,6,2,512,GEMM_SKEW_B,gemm_rep2
94,370,10,6,512,GEMM_SKEW_B,gemm_rep2
94,371,14,10,512,GEMM_SKEW_B,gemm_rep2
94,372,3,15,512,GEMM_SKEW_B,gemm_rep2
94,373,7,3,512,GEMM_SKEW_B,gemm_rep2
94,374,11,7,512,GEMM_SKEW_B,gemm_rep2
94,375,15,11,512,GEMM_SKEW_B,gemm_rep2
95,376,8,11,512,GEMM_SKEW_A,gemm_rep2
95,377,9,8,512,GEMM_SKEW_A,gemm_rep2
95,378,10,9,512,GEMM_SKEW_A,gemm_rep2
95,379,11,10,512,GEMM_SKEW_A,gemm_rep2
95,380,12,15,512,GEMM_SKEW_A,gemm_rep2
95,381,13,12,512,GEMM_SKEW_A,gemm_rep2
95,382,14,13,512,GEMM_SKEW_A,gemm_rep2
95,383,15,14,512,GEMM_SKEW_A,gemm_rep2
95,384,2,14,512,GEMM_SKEW_B,gemm_rep2
95,385,6,2,512,GEMM_SKEW_B,gemm_rep2
95,386,10,6,512,GEMM_SKEW_B,gemm_rep2
95,387,14,10,512,GEMM_SKEW_B,gemm_rep2
95,388,3,15,512,GEMM_SKEW_B,gemm_rep2
95,389,7,3,512,GEMM_SKEW_B,gemm_rep2
95,390,11,7,512,GEMM_SKEW_B,gemm_rep2
95,391,15,11,512,GEMM_SKEW_B,gemm_rep2
96,392,12,15,512,GEMM_SKEW_A,gemm_rep2
96,393,13,12,512,GEMM_SKEW_A,gemm_rep2
96,394,14,13,512,GEMM_SKEW_A,gemm_rep2
96,395,15,14,512,GEMM_SKEW_A,gemm_rep2
96,396,3,15,512,GEMM_SKEW_B,gemm_rep2
96,397,7,3,512,GEMM_SKEW_B,gemm_rep2
96,398,11,7,512,GEMM_SKEW_B,gemm_rep2
96,399,15,11,512,GEMM_SKEW_B,gemm_rep2
105,400,0,3,512,GEMM_SHIFT_A,gemm_rep2
105,401,1,0,512,GEMM_SHIFT_A,gemm_rep2
105,402,2,1,512,GEMM_SHIFT_A,gemm_rep2
105,403,3,2,512,GEMM_SHIFT_A,gemm_rep2
105,404,4,7,512,GEMM_SHIFT_A,gemm_rep2
105,405,5,4,512,GEMM_SHIFT_A,gemm_rep2
105,406,6,5,512,GEMM_SHIFT_A,gemm_rep2
105,407,7,6,512,GEMM_SHIFT_A,gemm_rep2
105,408,8,11,512,GEMM_SHIFT_A,gemm_rep2
105,409,9,8,512,GEMM_SHIFT_A,gemm_rep2
105,410,10,9,512,GEMM_SHIFT_A,gemm_rep2
105,411,11,10,512,GEMM_SHIFT_A,gemm_rep2
105,412,12,15,512,GEMM_SHIFT_A,gemm_rep2
105,413,13,12,512,GEMM_SHIFT_A,gemm_rep2
105,414,14,13,512,GEMM_SHIFT_A,gemm_rep2
105,415,15,14,512,GEMM_SHIFT_A,gemm_rep2
105,416,0,12,512,GEMM_SHIFT_B,gemm_rep2
105,417,4,0,512,GEMM_SHIFT_B,gemm_rep2
105,418,8,4,512,GEMM_SHIFT_B,gemm_rep2
105,419,12,8,512,GEMM_SHIFT_B,gemm_rep2
105,420,1,13,512,GEMM_SHIFT_B,gemm_rep2
105,421,5,1,512,GEMM_SHIFT_B,gemm_rep2
105,422,9,5,512,GEMM_SHIFT_B,gemm_rep2
105,423,13,9,512,GEMM_SHIFT_B,gemm_rep2
105,424,2,14,512,GEMM_SHIFT_B,gemm_rep2
105,425,6,2,512,GEMM_SHIFT_B,gemm_rep2
105,426,10,6,512,GEMM_SHIFT_B,gemm_rep2
105,427,14,10,512,GEMM_SHIFT_B,gemm_rep2
105,428,3,15,512,GEMM_SHIFT_B,gemm_rep2
105,429,7,3,512,GEMM_SHIFT_B,gemm_rep2
105,430,11,7,512,GEMM_SHIFT_B,gemm_rep2
105,431,15,11,512,GEMM_SHIFT_B,gemm_rep2
114,432,0,3,512,GEMM_SHIFT_A,gemm_rep2
114,433,1,0,512,GEMM_SHIFT_A,gemm_rep2
114,434,2,1,512,GEMM_SHIFT_A,gemm_rep2
114,435,3,2,512,GEMM_SHIFT_A,gemm_rep2
114,436,4,7,512,GEMM_SHIFT_A,gemm_rep2
114,437,5,4,512,GEMM_SHIFT_A,gemm_rep2
114,438,6,5,512,GEMM_SHIFT_A,gemm_rep2
114,439,7,6,512,GEMM_SHIFT_A,gemm_rep2
114,440,8,11,512,GEMM_SHIFT_A,gemm_rep2
114,441,9,8,512,GEMM_SHIFT_A,gemm_rep2
114,442,10,9,512,GEMM_SHIFT_A,gemm_rep2
114,443,11,10,512,GEMM_SHIFT_A,gemm_rep2
114,444,12,15,512,GEMM_SHIFT_A,gemm_rep2
114,445,13,12,512,GEMM_SHIFT_A,gemm_rep2
114,446,14,13,512,GEMM_SHIFT_A,gemm_rep2
114,447,15,14,512,GEMM_SHIFT_A,gemm_rep2
114,448,0,12,512,GEMM_SHIFT_B,gemm_rep2
114,449,4,0,512,GEMM_SHIFT_B,gemm_rep2
114,450,8,4,512,GEMM_SHIFT_B,gemm_rep2
114,451,12,8,512,GEMM_SHIFT_B,gemm_rep2
114,452,1,13,512,GEMM_SHIFT_B,gemm_rep2
