policy,injection_rate,packets_delivered,packets_expected,delivery_ratio,avg_latency,max_latency,throughput_pkts_per_cycle,avg_occupancy_ratio,energy_pj,timed_out,wall_seconds
Baseline_XY,0.05,1654,1654,1.0,6.070133010882708,12,0.8245264207377866,0.009989116915422886,152232.0,False,0.076
Baseline_XY,0.1,3222,3222,1.0,6.536623215394165,19,1.6069825436408978,0.020872201492537313,297841.2,False,0.089
Baseline_XY,0.15,4840,4840,1.0,7.242768595041323,22,2.4115595416043845,0.035245646766169154,443800.80000000005,False,0.124
Baseline_XY,0.2,6458,6458,1.0,8.528491793124806,32,3.219341974077767,0.05701181592039801,597626.4,False,0.14
Baseline_XY,0.25,8119,8119,1.0,10.943465944081783,46,4.035288270377734,0.09767172029702971,751782.6000000001,False,0.156
Baseline_XY,0.3,9663,9663,1.0,18.140018627755357,78,4.74607072691552,0.19917279411764707,891784.2000000001,False,0.181
Baseline_XY,0.4,13013,13013,1.0,295.8456927687697,771,4.757952468007312,0.3879276916058394,1205199.0,False,0.248
Baseline_XY,0.5,16098,16098,1.0,587.1612001490869,1377,4.778272484416741,0.39014744065281903,1485808.8,False,0.309
